Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),TOTAL CONSUMPTION (tons)
713,2009,8,Orissa,Sundargarh,9168,57.79,5029,31.7,1668,10.51,15865
713,2010,8,Orissa,Sundargarh,8222,55.63,4832,32.7,1725,11.67,14779
713,2011,8,Orissa,Sundargarh,8726,64.79,4111,30.52,631,4.69,13468
713,2012,8,Orissa,Sundargarh,8473,64.33,3616,27.45,1083,8.22,13172
713,2013,8,Orissa,Sundargarh,8892,63.18,3950,28.07,1232,8.75,14074
713,2014,8,Orissa,Sundargarh,7548,60.05,3771,30,1250,9.95,12569
713,2015,8,Orissa,Sundargarh,9311,62.71,4002,26.95,1534,10.33,14847
713,2016,8,Orissa,Sundargarh,11675,46.43,11869,47.2,1602,6.37,25146
713,2017,8,Orissa,Sundargarh,11410,44.25,12594,48.84,1781,6.91,25785
800,1988,13,West Bengal,24 Parganas,39259,55.88,18855,26.84,12145,17.29,70259
800,1999,13,West Bengal,24 Parganas,74988,51.83,39263,27.14,30426,21.03,144677
800,2000,13,West Bengal,24 Parganas,66377,52.33,32863,25.91,27600,21.76,126840
800,2001,13,West Bengal,24 Parganas,70643,49.61,37915,26.62,33850,23.77,142408
800,2002,13,West Bengal,24 Parganas,68463,48.25,39223,27.65,34193,24.1,141879
800,2003,13,West Bengal,24 Parganas,70375,52.28,34324,25.5,29902,22.22,134601
800,2004,13,West Bengal,24 Parganas,73783,47.35,44355,28.46,37685,24.18,155823
800,2005,13,West Bengal,24 Parganas,73358,48.09,44015,28.85,35180,23.06,152553
800,2006,13,West Bengal,24 Parganas,53799,53.32,24338,24.12,22752,22.55,100889
800,2007,13,West Bengal,24 Parganas,64551,54.09,29770,24.95,25015,20.96,119336
800,2008,13,West Bengal,24 Parganas,67357,49.32,33455,24.5,35752,26.18,136564
800,2009,13,West Bengal,24 Parganas,67172,45.14,42257,28.4,39387,26.47,148816
800,2010,13,West Bengal,24 Parganas,69949,46.13,46619,30.74,35078,23.13,151646
800,2011,13,West Bengal,24 Parganas,75373,53.13,40690,28.68,25803,18.19,141866
800,2012,13,West Bengal,24 Parganas,79425,59.89,34088,25.71,19098,14.4,132611
800,2013,13,West Bengal,24 Parganas,65221,58.59,23967,21.53,22121,19.87,111309
800,2014,13,West Bengal,24 Parganas,73668,54.88,34956,26.04,25601,19.07,134224
800,2015,13,West Bengal,24 Parganas,74307,52.91,38076,27.11,28064,19.98,140447
800,2016,13,West Bengal,24 Parganas,65285,52.23,35084,28.07,24627,19.7,124997
800,2017,13,West Bengal,24 Parganas,59917,52.51,30448,26.68,23750,20.81,114115
803,1988,13,West Bengal,Nadia,25909,59.96,9902,22.92,7400,17.13,43211
803,1999,13,West Bengal,Nadia,39910,50.7,22871,29.05,15942,20.25,78723
803,2000,13,West Bengal,Nadia,24983,48.9,12390,24.25,13718,26.85,51091
803,2001,13,West Bengal,Nadia,26854,45.53,14721,24.96,17403,29.51,58978
803,2002,13,West Bengal,Nadia,26474,44.51,15371,25.84,17632,29.65,59477
803,2003,13,West Bengal,Nadia,27860,49.41,13448,23.85,15082,26.75,56390
803,2004,13,West Bengal,Nadia,34108,51.72,15663,23.75,16179,24.53,65950
803,2005,13,West Bengal,Nadia,34713,50.55,18815,27.4,15145,22.05,68673
803,2006,13,West Bengal,Nadia,51539,56.7,19666,21.64,19694,21.67,90899
803,2007,13,West Bengal,Nadia,49715,57.65,20835,24.16,15687,18.19,86237
803,2008,13,West Bengal,Nadia,52170,52.77,22234,22.49,24466,24.75,98870
803,2009,13,West Bengal,Nadia,52896,50.25,26031,24.73,26340,25.02,105267
803,2010,13,West Bengal,Nadia,48862,48.43,29969,29.7,22061,21.87,100892
803,2011,13,West Bengal,Nadia,58995,55.99,27668,26.26,18700,17.75,105363
803,2012,13,West Bengal,Nadia,63812,59.61,25307,23.64,17927,16.75,107046
803,2013,13,West Bengal,Nadia,57838,63.67,18231,20.07,14772,16.26,90841
803,2014,13,West Bengal,Nadia,54903,60.65,20039,22.13,15588,17.22,90531
803,2015,13,West Bengal,Nadia,61067,60.24,26339,25.98,13959,13.77,101365
803,2016,13,West Bengal,Nadia,54158,56,26335,27.23,16211,16.76,96704
803,2017,13,West Bengal,Nadia,54415,56.11,24854,25.63,17712,18.26,96981
804,1988,13,West Bengal,Murshidabad,26571,55.92,12675,26.67,8272,17.41,47518
804,1999,13,West Bengal,Murshidabad,40967,52.12,23082,29.37,14552,18.51,78601
804,2000,13,West Bengal,Murshidabad,24717,47.88,13744,26.62,13162,25.5,51623
804,2001,13,West Bengal,Murshidabad,26722,45.41,16169,27.48,15957,27.12,58848
804,2002,13,West Bengal,Murshidabad,26397,44.54,16823,28.39,16044,27.07,59264
804,2003,13,West Bengal,Murshidabad,27435,48.77,14802,26.31,14014,24.91,56251
804,2004,13,West Bengal,Murshidabad,33210,52.1,15648,24.55,14879,23.34,63737
804,2005,13,West Bengal,Murshidabad,34420,51.49,18153,27.15,14280,21.36,66853
804,2006,13,West Bengal,Murshidabad,79995,58.17,34223,24.89,23297,16.94,137515
804,2007,13,West Bengal,Murshidabad,71884,54.48,34014,25.78,26045,19.74,131943
804,2008,13,West Bengal,Murshidabad,77195,53.37,35425,24.49,32019,22.14,144639
804,2009,13,West Bengal,Murshidabad,82805,50.97,42723,26.3,36944,22.74,162472
804,2010,13,West Bengal,Murshidabad,75695,50.27,45054,29.92,29819,19.8,150568
804,2011,13,West Bengal,Murshidabad,85155,56.67,42424,28.23,22685,15.1,150264
804,2012,13,West Bengal,Murshidabad,81870,58.94,38634,27.81,18401,13.25,138905
804,2013,13,West Bengal,Murshidabad,70132,68.34,18486,18.01,14011,13.65,102629
804,2014,13,West Bengal,Murshidabad,75948,61.61,28565,23.17,18769,15.22,123282
804,2015,13,West Bengal,Murshidabad,82422,58.8,36741,26.21,21009,14.99,140172
804,2016,13,West Bengal,Murshidabad,77603,58.51,33313,25.12,21705,16.37,132621
804,2017,13,West Bengal,Murshidabad,73458,54.1,36570,26.93,25761,18.97,135789
805,1988,13,West Bengal,Burdwan,45449,63.91,16034,22.55,9633,13.55,71116
805,1999,13,West Bengal,Burdwan,70661,53.18,36433,27.42,25774,19.4,132868
805,2000,13,West Bengal,Burdwan,63586,53.85,31974,27.08,22526,19.08,118086
805,2001,13,West Bengal,Burdwan,65046,52.34,33895,27.28,25326,20.38,124267
805,2002,13,West Bengal,Burdwan,64266,51.81,34535,27.84,25240,20.35,124041
805,2003,13,West Bengal,Burdwan,65860,55.09,31064,25.98,22622,18.92,119546
805,2004,13,West Bengal,Burdwan,66810,51.77,33769,26.17,28470,22.06,129049
805,2005,13,West Bengal,Burdwan,66095,52.21,34518,27.27,25985,20.53,126598
805,2006,13,West Bengal,Burdwan,83379,47.63,53922,30.8,37766,21.57,175067
805,2007,13,West Bengal,Burdwan,80895,44.3,60654,33.22,41038,22.48,182587
805,2008,13,West Bengal,Burdwan,83574,43.15,59661,30.8,50454,26.05,193689
805,2009,13,West Bengal,Burdwan,85175,43.41,62389,31.8,48636,24.79,196200
805,2010,13,West Bengal,Burdwan,68631,41.7,57644,35.03,38294,23.27,164569
805,2011,13,West Bengal,Burdwan,77511,46.82,53011,32.02,35037,21.16,165559
805,2012,13,West Bengal,Burdwan,80848,49.89,54189,33.44,27030,16.68,162067
805,2013,13,West Bengal,Burdwan,71384,53.76,30475,22.95,30932,23.29,132791
805,2014,13,West Bengal,Burdwan,81802,48.6,48398,28.75,38121,22.65,168322
805,2015,13,West Bengal,Burdwan,85634,47.5,53248,29.54,41386,22.96,180268
805,2016,13,West Bengal,Burdwan,78064,47.49,49617,30.18,36703,22.33,164384
805,2017,13,West Bengal,Burdwan,77137,44.67,52476,30.39,43060,24.94,172672
806,1988,13,West Bengal,Birbhum,25613,58.16,10818,24.56,7609,17.28,44040
806,1999,13,West Bengal,Birbhum,39234,52.87,21273,28.66,13708,18.47,74215
806,2000,13,West Bengal,Birbhum,33197,51.39,16340,25.29,15066,23.32,64603
806,2001,13,West Bengal,Birbhum,34103,49.74,17675,25.78,16781,24.48,68559
806,2002,13,West Bengal,Birbhum,32396,47.8,18332,27.05,17045,25.15,67773
806,2003,13,West Bengal,Birbhum,33420,51.36,16412,25.22,15244,23.42,65076
806,2004,13,West Bengal,Birbhum,34155,50.42,18486,27.29,15100,22.29,67741
806,2005,13,West Bengal,Birbhum,32185,50.32,18340,28.67,13435,21.01,63960
806,2006,13,West Bengal,Birbhum,42917,52.86,22997,28.33,15270,18.81,81184
806,2007,13,West Bengal,Birbhum,51161,57.18,24155,26.99,14164,15.83,89480
806,2008,13,West Bengal,Birbhum,45254,51.47,24596,27.97,18075,20.56,87925
806,2009,13,West Bengal,Birbhum,43215,48.09,26462,29.45,20182,22.46,89859
806,2010,13,West Bengal,Birbhum,46357,50.51,28463,31.01,16959,18.48,91779
806,2011,13,West Bengal,Birbhum,50041,53.66,25738,27.6,17469,18.73,93248
806,2012,13,West Bengal,Birbhum,47628,57.26,22853,27.48,12692,15.26,83173
806,2013,13,West Bengal,Birbhum,40606,56.47,16839,23.42,14464,20.11,71909
806,2014,13,West Bengal,Birbhum,48596,57.62,19896,23.59,15851,18.79,84343
806,2015,13,West Bengal,Birbhum,48099,58.12,20158,24.36,14503,17.52,82760
806,2016,13,West Bengal,Birbhum,49462,60.36,18208,22.22,14275,17.42,81946
806,2017,13,West Bengal,Birbhum,48688,54.98,22289,25.17,17571,19.84,88548
807,1988,13,West Bengal,Bankura,17788,58.02,7418,24.2,5452,17.78,30658
807,1999,13,West Bengal,Bankura,26523,47.58,18909,33.92,10316,18.5,55748
807,2000,13,West Bengal,Bankura,25956,47.58,17564,32.2,11035,20.23,54555
807,2001,13,West Bengal,Bankura,26909,46.82,18941,32.96,11620,20.22,57470
807,2002,13,West Bengal,Bankura,22721,42.27,19595,36.46,11434,21.27,53750
807,2003,13,West Bengal,Bankura,23786,45.91,17656,34.08,10364,20.01,51806
807,2004,13,West Bengal,Bankura,24555,43.2,19058,33.53,13231,23.28,56844
807,2005,13,West Bengal,Bankura,23140,42.26,19652,35.89,11960,21.84,54752
807,2006,13,West Bengal,Bankura,36551,48.28,24599,32.49,14564,19.24,75714
807,2007,13,West Bengal,Bankura,38080,47.08,26397,32.64,16407,20.28,80884
807,2008,13,West Bengal,Bankura,36118,44.74,24950,30.91,19662,24.36,80730
807,2009,13,West Bengal,Bankura,33223,40.05,27273,32.88,22456,27.07,82952
807,2010,13,West Bengal,Bankura,29263,40.06,26586,36.4,17194,23.54,73043
807,2011,13,West Bengal,Bankura,31827,43.69,24844,34.1,16175,22.2,72846
807,2012,13,West Bengal,Bankura,38485,47.54,29326,36.23,13134,16.23,80945
807,2013,13,West Bengal,Bankura,30652,52.68,13599,23.37,13936,23.95,58187
807,2014,13,West Bengal,Bankura,35448,46.86,22312,29.5,17887,23.65,75646
807,2015,13,West Bengal,Bankura,39567,47.24,27131,32.39,17066,20.37,83764
807,2016,13,West Bengal,Bankura,36192,48.2,22650,30.16,16251,21.64,75093
807,2017,13,West Bengal,Bankura,34124,42.08,26662,32.88,20307,25.04,81093
810,1988,13,West Bengal,Hooghly,42575,62.9,15626,23.09,9487,14.02,67688
810,1999,13,West Bengal,Hooghly,60246,54.37,31109,28.07,19461,17.56,110816
810,2000,13,West Bengal,Hooghly,57150,55.86,26101,25.51,19061,18.63,102312
810,2001,13,West Bengal,Hooghly,58288,54.41,27707,25.86,21136,19.73,107131
810,2002,13,West Bengal,Hooghly,57108,53.67,28353,26.64,20950,19.69,106411
810,2003,13,West Bengal,Hooghly,58643,55.98,26659,25.45,19449,18.57,104751
810,2004,13,West Bengal,Hooghly,60938,53.39,28829,25.26,24367,21.35,114134
810,2005,13,West Bengal,Hooghly,58915,56.3,23880,22.82,21842,20.87,104637
810,2006,13,West Bengal,Hooghly,53629,36.83,48175,33.09,43798,30.08,145602
810,2007,13,West Bengal,Hooghly,54358,37.93,46844,32.69,42098,29.38,143300
810,2008,13,West Bengal,Hooghly,49738,33.74,51417,34.88,46247,31.37,147402
810,2009,13,West Bengal,Hooghly,54600,35.33,54362,35.18,45573,29.49,154535
810,2010,13,West Bengal,Hooghly,54485,35.31,56969,36.92,42844,27.77,154298
810,2011,13,West Bengal,Hooghly,57998,38.09,53590,35.19,40695,26.72,152283
810,2012,13,West Bengal,Hooghly,61917,40.3,52617,34.24,39118,25.46,153652
810,2013,13,West Bengal,Hooghly,47367,43.93,28531,26.46,31927,29.61,107825
810,2014,13,West Bengal,Hooghly,54853,40.66,41744,30.95,38296,28.39,134893
810,2015,13,West Bengal,Hooghly,60218,39.8,48881,32.31,42199,27.89,151298
810,2016,13,West Bengal,Hooghly,54110,39.1,45941,33.2,38345,27.71,138397
810,2017,13,West Bengal,Hooghly,51337,37.94,44821,33.12,39169,28.94,135326
811,1988,13,West Bengal,Howrah,17859,52.24,9593,28.06,6736,19.7,34188
811,1999,13,West Bengal,Howrah,31811,50.57,16834,26.76,14254,22.66,62899
811,2000,13,West Bengal,Howrah,29970,51.76,14539,25.11,13393,23.13,57902
811,2001,13,West Bengal,Howrah,32930,49.8,17815,26.94,15375,23.25,66120
811,2002,13,West Bengal,Howrah,32455,49.08,18465,27.92,15204,22.99,66124
811,2003,13,West Bengal,Howrah,33395,53.44,15438,24.71,13655,21.85,62488
811,2004,13,West Bengal,Howrah,34160,51.5,16944,25.55,15225,22.95,66329
811,2005,13,West Bengal,Howrah,32920,51.68,17405,27.32,13375,21,63700
811,2006,13,West Bengal,Howrah,8775,43.43,6574,32.54,4854,24.03,20203
811,2007,13,West Bengal,Howrah,8566,49.14,5117,29.35,3750,21.51,17433
811,2008,13,West Bengal,Howrah,9707,43.39,6396,28.59,6270,28.02,22373
811,2009,13,West Bengal,Howrah,11061,45.31,7136,29.23,6217,25.46,24414
811,2010,13,West Bengal,Howrah,10128,41.5,8339,34.17,5937,24.33,24404
811,2011,13,West Bengal,Howrah,12627,45.82,8932,32.41,6000,21.77,27559
811,2012,13,West Bengal,Howrah,13941,48.7,7348,25.67,7339,25.64,28628
811,2013,13,West Bengal,Howrah,10532,59.41,3469,19.57,3728,21.03,17729
811,2014,13,West Bengal,Howrah,11449,46.93,7287,29.87,5660,23.2,24396
811,2015,13,West Bengal,Howrah,12104,51.63,6903,29.45,4436,18.92,23443
811,2016,13,West Bengal,Howrah,10275,50.1,6199,30.23,4034,19.67,20508
811,2017,13,West Bengal,Howrah,10068,47.87,5974,28.41,4990,23.73,21031
812,1988,13,West Bengal,Jalpaiguri,9316,48.94,5547,29.14,4172,21.92,19035
812,1999,13,West Bengal,Jalpaiguri,29478,52.85,17302,31.02,8995,16.13,55775
812,2000,13,West Bengal,Jalpaiguri,27721,51.56,17227,32.04,8820,16.4,53768
812,2001,13,West Bengal,Jalpaiguri,28834,49.45,18767,32.18,10710,18.37,58311
812,2002,13,West Bengal,Jalpaiguri,28459,48.08,19423,32.81,11309,19.11,59191
812,2003,13,West Bengal,Jalpaiguri,29449,51.93,17572,30.99,9686,17.08,56707
812,2004,13,West Bengal,Jalpaiguri,31214,46.92,18892,28.39,16427,24.69,66533
812,2005,13,West Bengal,Jalpaiguri,29405,43.86,20264,30.23,17372,25.91,67041
812,2006,13,West Bengal,Jalpaiguri,18954,43.2,13497,30.77,11419,26.03,43870
812,2007,13,West Bengal,Jalpaiguri,20147,46.95,12536,29.21,10227,23.83,42910
812,2008,13,West Bengal,Jalpaiguri,33170,40.53,19117,23.36,29549,36.11,81836
812,2009,13,West Bengal,Jalpaiguri,49053,41.17,28413,23.85,41681,34.98,119147
812,2010,13,West Bengal,Jalpaiguri,50974,46.22,31335,28.41,27968,25.36,110277
812,2011,13,West Bengal,Jalpaiguri,61832,53.63,27109,23.51,26350,22.86,115291
812,2012,13,West Bengal,Jalpaiguri,62106,56.18,25993,23.51,22441,20.3,110540
812,2013,13,West Bengal,Jalpaiguri,58299,59.06,14487,14.68,25927,26.27,98713
812,2014,13,West Bengal,Jalpaiguri,61806,55.29,22698,20.31,27272,24.4,111776
812,2015,13,West Bengal,Jalpaiguri,67370,54.74,25135,20.42,30571,24.84,123076
812,2016,13,West Bengal,Jalpaiguri,65390,56.62,21829,18.9,28267,24.48,115486
812,2017,13,West Bengal,Jalpaiguri,63434,51.06,24517,19.73,36287,29.21,124239
813,1988,13,West Bengal,Darjeeling,4437,43.94,3210,31.79,2451,24.27,10098
813,1999,13,West Bengal,Darjeeling,15908,45.86,11210,32.31,7572,21.83,34690
813,2000,13,West Bengal,Darjeeling,15122,46.93,9612,29.83,7489,23.24,32223
813,2001,13,West Bengal,Darjeeling,15464,44.9,10378,30.13,8602,24.97,34444
813,2002,13,West Bengal,Darjeeling,15278,43.01,11057,31.12,9191,25.87,35526
813,2003,13,West Bengal,Darjeeling,16120,49.53,9203,28.27,7226,22.2,32549
813,2004,13,West Bengal,Darjeeling,20005,52.67,9349,24.61,8631,22.72,37985
813,2005,13,West Bengal,Darjeeling,19194,52.23,9605,26.14,7951,21.64,36750
813,2006,13,West Bengal,Darjeeling,27122,63.91,8840,20.83,6473,15.25,42435
813,2007,13,West Bengal,Darjeeling,29224,59.74,8749,17.88,10946,22.38,48919
813,2008,13,West Bengal,Darjeeling,14479,63.09,2192,9.55,6279,27.36,22950
813,2009,13,West Bengal,Darjeeling,12491,61.48,2541,12.51,5285,26.01,20317
813,2010,13,West Bengal,Darjeeling,11660,48.75,5031,21.04,7225,30.21,23916
813,2011,13,West Bengal,Darjeeling,7804,43.92,7537,42.42,2426,13.65,17767
813,2012,13,West Bengal,Darjeeling,1864,50.89,765,20.88,1034,28.23,3663
813,2013,13,West Bengal,Darjeeling,163,84.02,31,15.98,0,0,194
813,2014,13,West Bengal,Darjeeling,0,0,0,0,0,0,0
813,2015,13,West Bengal,Darjeeling,0,0,0,0,0,0,0
813,2016,13,West Bengal,Darjeeling,0,0,0,0,0,0,0
813,2017,13,West Bengal,Darjeeling,1778,78.29,23,1.01,469,20.65,2271
814,1988,13,West Bengal,Malda,20047,55.68,8524,23.68,7431,20.64,36002
814,1999,13,West Bengal,Malda,29329,49.34,18051,30.36,12068,20.3,59448
814,2000,13,West Bengal,Malda,20538,47.45,11600,26.8,11146,25.75,43284
814,2001,13,West Bengal,Malda,22136,45.02,13722,27.91,13306,27.06,49164
814,2002,13,West Bengal,Malda,21911,44.08,14376,28.92,13425,27.01,49712
814,2003,13,West Bengal,Malda,22924,48.28,12709,26.77,11849,24.95,47482
814,2004,13,West Bengal,Malda,30478,50.67,15272,25.39,14400,23.94,60150
814,2005,13,West Bengal,Malda,30584,49.61,17365,28.17,13700,22.22,61649
814,2006,13,West Bengal,Malda,51134,54.3,22483,23.88,20545,21.82,94162
814,2007,13,West Bengal,Malda,46667,59.27,15402,19.56,16665,21.17,78734
814,2008,13,West Bengal,Malda,52745,52.03,21641,21.35,26997,26.63,101383
814,2009,13,West Bengal,Malda,52768,51.61,21044,20.58,28425,27.8,102237
814,2010,13,West Bengal,Malda,54298,54.78,24388,24.61,20428,20.61,99114
814,2011,13,West Bengal,Malda,50925,55.7,23736,25.96,16774,18.35,91435
814,2012,13,West Bengal,Malda,54962,57.91,24009,25.29,15946,16.8,94917
814,2013,13,West Bengal,Malda,45627,64.65,13458,19.07,11492,16.28,70577
814,2014,13,West Bengal,Malda,59198,59.35,23141,23.2,17413,17.46,99752
814,2015,13,West Bengal,Malda,61792,59.34,24722,23.74,17622,16.92,104136
814,2016,13,West Bengal,Malda,58028,59.23,22359,22.82,17586,17.95,97972
814,2017,13,West Bengal,Malda,46390,52.1,23274,26.14,19383,21.77,89047
816,1988,13,West Bengal,Cooch Behar,13835,53.04,7214,27.66,5035,19.3,26084
816,1999,13,West Bengal,Cooch Behar,31301,50.93,19521,31.76,10637,17.31,61459
816,2000,13,West Bengal,Cooch Behar,30109,51.88,17703,30.5,10222,17.61,58034
816,2001,13,West Bengal,Cooch Behar,31784,49.23,19788,30.65,12987,20.12,64559
816,2002,13,West Bengal,Cooch Behar,31309,48.02,20436,31.35,13451,20.63,65196
816,2003,13,West Bengal,Cooch Behar,32705,52.02,18458,29.36,11704,18.62,62867
816,2004,13,West Bengal,Cooch Behar,34633,47.69,20203,27.82,17787,24.49,72623
816,2005,13,West Bengal,Cooch Behar,32570,44.45,22050,30.09,18652,25.46,73272
816,2006,13,West Bengal,Cooch Behar,17465,49.63,9723,27.63,8000,22.74,35188
816,2007,13,West Bengal,Cooch Behar,20816,54.24,9289,24.2,8273,21.56,38378
816,2008,13,West Bengal,Cooch Behar,20210,44.19,10607,23.19,14919,32.62,45736
816,2009,13,West Bengal,Cooch Behar,19592,41.88,13721,29.33,13472,28.8,46785
816,2010,13,West Bengal,Cooch Behar,21167,45.3,14746,31.56,10812,23.14,46725
816,2011,13,West Bengal,Cooch Behar,25387,51.72,14958,30.47,8743,17.81,49088
816,2012,13,West Bengal,Cooch Behar,29131,60.45,11302,23.45,7758,16.1,48191
816,2013,13,West Bengal,Cooch Behar,22420,57.73,8871,22.84,7546,19.43,38837
816,2014,13,West Bengal,Cooch Behar,18511,48.9,11669,30.82,7676,20.28,37856
816,2015,13,West Bengal,Cooch Behar,25412,54.12,13171,28.05,8375,17.84,46958
816,2016,13,West Bengal,Cooch Behar,24664,56.34,12044,27.51,7069,16.15,43776
816,2017,13,West Bengal,Cooch Behar,23701,49.27,14427,29.99,9973,20.73,48101
817,1988,13,West Bengal,Purulia,12154,55.99,5541,25.53,4012,18.48,21707
817,1999,13,West Bengal,Purulia,23514,45.8,17069,33.25,10755,20.95,51338
817,2000,13,West Bengal,Purulia,19231,40.96,15284,32.56,12433,26.48,46948
817,2001,13,West Bengal,Purulia,20084,40.5,16595,33.47,12908,26.03,49587
817,2002,13,West Bengal,Purulia,15538,34.13,17250,37.9,12732,27.97,45520
817,2003,13,West Bengal,Purulia,16618,39.22,14903,35.18,10846,25.6,42367
817,2004,13,West Bengal,Purulia,17110,37.45,15750,34.48,12822,28.07,45682
817,2005,13,West Bengal,Purulia,16110,37.27,15700,36.32,11420,26.42,43230
817,2006,13,West Bengal,Purulia,7766,56.96,4160,30.51,1708,12.53,13634
817,2007,13,West Bengal,Purulia,7719,59.45,4127,31.79,1137,8.76,12983
817,2008,13,West Bengal,Purulia,10321,67.31,3341,21.79,1671,10.9,15333
817,2009,13,West Bengal,Purulia,9080,49.08,5416,29.27,4005,21.65,18501
817,2010,13,West Bengal,Purulia,10383,57.61,4671,25.92,2968,16.47,18022
817,2011,13,West Bengal,Purulia,10525,60.15,4653,26.59,2321,13.26,17499
817,2012,13,West Bengal,Purulia,12636,61.39,5421,26.34,2527,12.28,20584
817,2013,13,West Bengal,Purulia,9418,79.42,1302,10.98,1138,9.6,11858
817,2014,13,West Bengal,Purulia,6712,55.59,3169,26.24,2194,18.17,12075
817,2015,13,West Bengal,Purulia,9047,60.09,4513,29.97,1496,9.94,15056
817,2016,13,West Bengal,Purulia,9340,64.89,3566,24.77,1487,10.33,14394
817,2017,13,West Bengal,Purulia,10296,64.96,3493,22.04,2061,13,15850
818,1988,13,West Bengal,Midnapur,42054,58.54,17883,24.9,11896,16.56,71833
818,1999,13,West Bengal,Midnapur,88411,54.64,42341,26.17,31067,19.2,161819
818,2000,13,West Bengal,Midnapur,91771,56.32,41899,25.71,29276,17.97,162946
818,2001,13,West Bengal,Midnapur,93576,54.9,45141,26.48,31725,18.61,170442
818,2002,13,West Bengal,Midnapur,87030,52.72,46803,28.35,31243,18.93,165076
818,2003,13,West Bengal,Midnapur,87227,55.24,43205,27.36,27468,17.4,157900
818,2004,13,West Bengal,Midnapur,91095,53.01,45413,26.43,35337,20.56,171845
818,2005,13,West Bengal,Midnapur,88560,52.01,50338,29.56,31381,18.43,170279
818,2006,13,West Bengal,Midnapur,95305,44.69,65561,30.74,52402,24.57,213268
818,2007,13,West Bengal,Midnapur,88921,42.23,67273,31.95,54356,25.82,210550
818,2008,13,West Bengal,Midnapur,85320,39.56,65713,30.47,64658,29.98,215691
818,2009,13,West Bengal,Midnapur,87423,38.5,72746,32.03,66917,29.47,227086
818,2010,13,West Bengal,Midnapur,83419,39.54,71906,34.08,55646,26.38,210971
818,2011,13,West Bengal,Midnapur,98720,42.4,82781,35.55,51336,22.05,232837
818,2012,13,West Bengal,Midnapur,100573,42.99,80542,34.43,52816,22.58,233931
818,2013,13,West Bengal,Midnapur,87939,48.32,44387,24.39,49669,27.29,181995
818,2014,13,West Bengal,Midnapur,95280,43.77,69792,32.06,52615,24.17,217688
818,2015,13,West Bengal,Midnapur,105669,45.1,78885,33.67,49762,21.24,234316
818,2016,13,West Bengal,Midnapur,99493,44.57,73652,33,50065,22.43,223210
818,2017,13,West Bengal,Midnapur,101341,40.84,82234,33.14,64562,26.02,248135
822,1988,13,West Bengal,West Dinajpur,20555,59.21,7765,22.37,6397,18.43,34717
822,1999,13,West Bengal,West Dinajpur,36467,53.09,20366,29.65,11862,17.27,68695
822,2000,13,West Bengal,West Dinajpur,31452,51.67,18114,29.76,11305,18.57,60871
822,2001,13,West Bengal,West Dinajpur,33468,49.29,20556,30.28,13870,20.43,67894
822,2002,13,West Bengal,West Dinajpur,33193,48.33,21202,30.87,14284,20.8,68679
822,2003,13,West Bengal,West Dinajpur,36148,55.24,18324,28,10969,16.76,65441
822,2004,13,West Bengal,West Dinajpur,44691,51.35,21984,25.26,20359,23.39,87034
822,2005,13,West Bengal,West Dinajpur,39223,45.75,27685,32.29,18829,21.96,85737
822,2006,13,West Bengal,West Dinajpur,50105,52.45,27497,28.78,17924,18.76,95526
822,2007,13,West Bengal,West Dinajpur,51839,56.93,20599,22.62,18626,20.45,91064
822,2008,13,West Bengal,West Dinajpur,60881,49.02,34677,27.92,28632,23.05,124190
822,2009,13,West Bengal,West Dinajpur,70140,48.05,34834,23.86,41006,28.09,145980
822,2010,13,West Bengal,West Dinajpur,77103,50.86,43861,28.93,30636,20.21,151600
822,2011,13,West Bengal,West Dinajpur,77930,52.19,42885,28.72,28517,19.1,149332
822,2012,13,West Bengal,West Dinajpur,94803,58.68,41281,25.55,25469,15.77,161553
822,2013,13,West Bengal,West Dinajpur,75363,57.33,26796,20.38,29293,22.28,131452
822,2014,13,West Bengal,West Dinajpur,78670,51.72,37151,24.42,36297,23.86,152118
822,2015,13,West Bengal,West Dinajpur,105850,56.13,47303,25.08,35441,18.79,188594
822,2016,13,West Bengal,West Dinajpur,97443,56.47,41409,24,33690,19.53,172542
822,2017,13,West Bengal,West Dinajpur,90708,51.03,44039,24.78,43003,24.19,177750
901,1988,2,Bihar,Champaran,42159,72.93,10780,18.65,4866,8.42,57805
901,1999,2,Bihar,Champaran,88900,74.21,22500,18.78,8400,7.01,119800
901,2000,2,Bihar,Champaran,93420,78.92,20330,17.17,4620,3.9,118370
901,2001,2,Bihar,Champaran,81907,76.27,17334,16.14,8154,7.59,107395
901,2002,2,Bihar,Champaran,81907,76.27,17334,16.14,8154,7.59,107395
901,2003,2,Bihar,Champaran,81912,92.09,3779,4.25,3256,3.66,88947
901,2004,2,Bihar,Champaran,88287,84.77,11855,11.38,4011,3.85,104153
901,2005,2,Bihar,Champaran,89420,73.27,17481,14.32,15149,12.41,122050
901,2006,2,Bihar,Champaran,100807,73.95,25414,18.64,10090,7.4,136311
901,2007,2,Bihar,Champaran,111882,80.15,18513,13.26,9189,6.58,139584
901,2008,2,Bihar,Champaran,116892,71.79,27165,16.68,18764,11.52,162821
901,2009,2,Bihar,Champaran,113253,71.13,26987,16.95,18970,11.92,159210
